지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22184,2018-09-12,8.3,1015.9,82,22.6,24,2.3,1.4,2.6,3.8,6.8,8
22184,2018-09-13,10.5,1013.5,95,23.1,24.3,2.8,1.7,2.3,4,6.1,7.1
22184,2018-09-14,6.7,1011.9,92,23.3,24.1,2.1,1.3,2.5,3.6,5.3,6.4
22184,2018-09-15,3.5,1014.5,91,24.5,24.9,.9,.6,.7,1.5,9.6,16
22184,2018-09-16,2.4,1015.9,86,23.9,25.4,1.4,.9,1.2,1.7,12.7,12.8
22184,2018-09-17,3.6,1017.3,81,23.4,25.4,1.7,1.1,1.3,2.1,10.6,12.8
22184,2018-09-18,4.3,1016.8,69,24,25.6,1.5,.9,1.1,2,10,10.7
22184,2018-09-19,5,1013.4,70,23.1,25.3,1.1,.7,.9,1.3,7.3,9.1
22184,2018-09-20,4.4,1008.1,91,24.2,25.2,1.3,.8,1.2,2,4.4,5.3
22184,2018-09-21,7.5,1008.8,88,24.3,25.5,1.9,1.1,1.4,2.4,5.2,6.4
22184,2018-09-22,2.3,1015.9,76,24.2,25.4,.9,.6,.9,1.5,4.8,5.8
22184,2018-09-23,4.3,1016.4,75,23.6,25.4,.8,.5,.9,1.3,5.1,7.1
22184,2018-09-24,6,1018.5,62,22.8,25.1,1,.6,1,1.8,4.3,6.4
22184,2018-09-25,7.9,1017.4,62,21,24.4,1.7,1.1,2,2.9,4.7,6.4
22184,2018-09-26,9,1016.3,73,22.3,24.7,3.4,2,3,5.1,7.3,8
22184,2018-09-27,7.6,1016.5,68,20.9,23.7,2.5,1.6,2.5,3.8,6.8,8
22184,2018-09-28,8.9,1016.1,76,22.2,23.5,2.8,1.7,2.4,4.1,6.4,8
22184,2018-09-29,8.5,1011.5,74,21.9,23.4,2.8,1.7,2.4,3.9,6.6,7.1
22184,2018-09-30,10.2,1006.1,70,21.9,23.4,3.4,2,2.3,5.2,6.7,8
22184,2018-10-01,7.9,1011.9,61,20.9,22.8,3.5,2.1,2.6,4.3,7.2,9.1
22184,2018-10-02,5.4,1017.9,63,20.4,22.5,2.2,1.4,2.1,3.3,7.4,8
22184,2018-10-03,5.4,1021,64,20.7,22.3,1.1,.6,.8,1.5,4.4,6.4
22184,2018-10-04,8.7,1019.9,79,20.6,22.3,2.7,1.6,2.8,5,5.4,8
22184,2018-10-05,10.7,1008.4,93,21.2,21.9,4.6,2.9,4.4,7.1,7.6,8
22184,2018-10-06,10.1,1002.3,81,20.9,21.5,4.9,3.1,5.1,8,7.7,9.1
22184,2018-10-07,8,1017.2,70,20.8,21.3,2.2,1.3,1.7,3,6.8,9.1
22184,2018-10-08,7.5,1018.3,62,19.3,21.1,1.7,1,1.6,2.9,4.4,5.3
22184,2018-10-09,5.7,1015.8,73,20.9,21,1.3,.7,1,1.8,4.7,6.4
22184,2018-10-10,7.7,1018.1,68,18.4,20.9,2.2,1.4,1.9,3.2,6.2,8
22184,2018-10-11,6.2,1023.5,62,15.9,20.5,1.9,1.2,1.5,2.6,6.6,8
22184,2018-10-12,6.1,1025.5,60,16.2,21.3,1.5,1,1.3,2.3,4.4,7.1
22184,2018-10-13,2.6,1024.6,60,17.1,21.6,.8,.5,.6,1,4,5.3
22184,2018-10-14,4.3,1022,69,17.6,20.6,.9,.5,.6,1.1,5.4,6.4
22184,2018-10-15,5.8,1019.6,67,18.2,19.8,1.1,.7,1,1.7,3.8,4.9
22184,2018-10-16,5.2,1016.7,64,17.7,20.7,1,.6,.9,1.4,3.5,4.6
22184,2018-10-17,5.7,1016.4,62,17.9,20.8,1.1,.7,.8,1.5,3.6,4.3
22184,2018-10-18,7.5,1019.5,59,16,20.5,1.8,1.1,1.2,2.6,4.8,6.4
22184,2018-10-19,5.6,1023.7,63,16.7,20.5,1.5,.9,1.2,1.9,5.2,6.4
22184,2018-10-20,3.7,1025.1,60,17.5,20.6,1.3,.8,1,1.7,6,8
22184,2018-10-21,2.8,1023,66,17.2,19.6,.8,.5,.6,1,5.5,8
22184,2018-10-22,3.3,1020,70,17.6,19.8,.7,.4,.5,.9,5,5.8
22184,2018-10-23,3.8,1018.6,75,18.7,20.1,.6,.4,.5,1.1,4,5.8
22184,2018-10-24,5.4,1020.7,63,17.2,19.1,1.1,.7,.8,1.4,5,6.4
22184,2018-10-25,5.3,1019.7,70,17.6,20.8,.9,.5,.9,1.6,3.5,4.3
22184,2018-10-26,6.4,1014.2,78,18.7,18.2,1.4,.9,2.3,3.7,4.2,6.4
22184,2018-10-27,9.7,1018.1,56,15.6,18.1,4,2.6,3.5,5.7,8,9.1
22184,2018-10-28,7.9,1014.3,60,17.1,17.6,2.7,1.7,2.4,3.6,6.5,8
22184,2018-10-29,4.7,1015.6,69,17.3,18.3,2.1,1.3,2.1,3.8,6.3,8
22184,2018-10-30,4.7,1021.6,65,13.8,17.6,1.4,.9,1.1,1.9,6.2,7.1
22184,2018-10-31,6.1,1023.6,64,13.2,16.4,1.4,.9,1.4,2,7.8,12.8
22184,2018-11-01,7,1026.1,67,13.7,15.2,1.7,1,1.3,2.4,6.3,12.8
22184,2018-11-02,4.3,1027.4,67,14.3,13.8,1,.6,1,1.5,4,4.9
22184,2018-11-03,3.9,1025.1,67,15.7,15.4,.7,.4,.5,.9,4.1,8
22184,2018-11-04,3.9,1022.1,64,15.4,16.6,.6,.4,.5,.8,4.3,7.1
22184,2018-11-05,4.5,1022.5,69,16.2,17.3,.8,.5,.6,1,4.6,8
22184,2018-11-06,5.2,1024.3,75,15.8,17.2,.9,.5,.7,1.2,4,5.8
22184,2018-11-07,6.5,1022.6,83,16.6,17.2,1.4,.8,1.4,2.1,4.8,6.4
22184,2018-11-08,8.5,1015,82,17.6,17.8,2.7,1.7,4.3,6,5.7,8
22184,2018-11-09,6.1,1020.6,70,15.5,16.2,3.8,2.4,4.4,6.9,7.8,9.1
22184,2018-11-10,1.8,1025.1,69,14.7,17.6,1,.6,1.1,1.6,5.5,7.1
22184,2018-11-11,3.9,1021.2,81,14.7,16.9,.7,.4,.7,1.2,4.3,5.8
22184,2018-11-12,7.9,1018.3,71,13.6,17.1,1.7,1.1,1.5,2.4,4.3,5.8
22184,2018-11-13,8.4,1018.8,65,13.4,18.2,2.2,1.4,1.6,2.6,5,6.4
22184,2018-11-14,5.3,1022.2,63,14.4,18.1,1.7,1,1.3,2.2,5.3,7.1
22184,2018-11-15,6.1,1023.1,78,15.8,18.7,1.4,.8,1.2,2.2,4.7,5.8
22184,2018-11-16,7.5,1020.8,79,15.5,18.7,1.7,1,1.4,2.8,4.4,5.3
22184,2018-11-17,6.7,1022.1,59,12.6,18.4,2.2,1.3,1.7,2.9,6,8
22184,2018-11-18,6.9,1021.1,58,13,17.3,1.4,.8,1,1.9,4.1,6.4
22184,2018-11-19,5,1022.7,59,12.8,17.9,.9,.5,.8,1.4,4,5.8
22184,2018-11-20,5.5,1025.1,50,13.8,18.6,1,.6,1,1.7,3.6,4.9
22184,2018-11-21,6,1021.4,60,14.1,18.2,.9,.6,1.4,2.3,3.7,4.6
22184,2018-11-22,7.9,,,,,1.9,1.2,2,3.1,4.9,6.4
22184,2018-11-23,5.5,1027.3,58,10.4,17.1,1,.6,.9,1.7,5.1,7.1
22184,2018-11-24,6.5,1023.7,67,15.3,17.3,1.9,1.2,1.6,2.6,5.1,6.4
22184,2018-11-25,3.4,1024.2,66,13.2,17.8,1,.6,1,1.6,5.4,6.4
22184,2018-11-26,5.4,1023.4,78,14.6,17.7,.8,.5,.7,1.1,3.9,5.3
22184,2018-11-27,4.2,1023,74,13.7,17.7,.7,.4,.6,.9,3.8,7.1
22184,2018-11-28,6.4,1022.3,56,13.1,17.5,1.3,.8,1.3,2.1,4.6,6.4
22184,2018-11-29,3.8,1025.1,51,13.4,16.6,1.1,.7,.9,1.5,5.6,7.1
22184,2018-11-30,2.4,1026,60,13.4,16.2,.6,.4,.5,.8,5.5,7.1
22184,2018-12-01,6.5,1025.4,59,13.8,16.3,1.1,.7,1.1,1.8,3.8,5.8
22184,2018-12-02,8.9,1020.7,84,16,16.5,2.3,1.4,1.9,2.8,5.4,5.8
22184,2018-12-03,3.4,1017.1,,,16.5,1.4,.8,1.2,2,5.3,6.4
22184,2018-12-04,9.2,1018.4,,,16.2,2.7,1.6,2.7,4.7,6.1,9.1
22184,2018-12-05,7.7,1024.3,63,9,16,2.5,1.5,2.2,4,7.3,9.1
22184,2018-12-06,9.1,1022.2,74,9.2,15.2,2.1,1.3,1.9,2.8,5.1,7.1
22184,2018-12-07,10.9,1030.3,72,4.6,14.7,3.3,2.1,2.7,4.3,6.7,9.1
22184,2018-12-08,7.6,1032,69,3.6,16.1,2.9,1.7,2.3,4.4,7,8
22184,2018-12-09,6.9,1034,62,3.2,14,2,1.2,1.5,2.5,6.3,8
22184,2018-12-10,6.1,1031.1,52,6.6,14.5,1.4,.9,1.2,1.9,4.5,6.4
22184,2018-12-11,8.5,1025.6,77,8.4,14.2,2.1,1.3,1.8,3.2,4.8,6.4
22184,2018-12-12,9.2,1028.6,67,6.9,13.5,2.6,1.6,2.2,3.5,5.9,8
22184,2018-12-13,8.9,1030.1,60,7.8,13,2.3,1.4,1.8,3.4,5.1,7.1
22184,2018-12-14,8.8,1033.7,63,6.1,12.2,2.3,1.5,1.8,3,5.6,7.1
22184,2018-12-15,5.2,1031.1,54,7,11.9,1.3,.8,1.3,2.1,4.7,6.4
22184,2018-12-16,5.2,1021.1,76,9.7,,.8,.5,.7,1.1,3.4,6.4
22184,2018-12-17,9.8,1020.3,55,10.3,,2.7,1.7,2.3,3.7,5.5,6.4
22184,2018-12-18,6.1,1022.7,53,10.3,14.3,1.9,1.1,2,3.3,6,7.1
22184,2018-12-19,5.6,1021.6,67,14.8,16.5,1.7,1,1.3,2.1,4.9,5.8
22184,2018-12-20,5.4,1021.2,80,13.3,14.4,1.3,.8,1.3,2.1,4.8,5.8
22184,2018-12-21,6.6,1021,79,14.1,15.7,1.6,1,1.3,2.3,5,5.8
22184,2018-12-22,5.5,1022,75,12.3,15.4,.9,.6,.9,1.3,3.9,5.8
22184,2018-12-23,10,1024.3,67,9.5,16.8,2.2,1.3,2.1,3.7,4.8,6.4
22184,2018-12-24,7.5,1027,64,6.4,17.1,2,1.3,1.9,3,5.6,7.1
22184,2018-12-25,5.3,1023.8,65,7.2,17,1,.6,.8,1.4,3.8,6.4
22184,2018-12-26,8.6,1022.6,63,8,16.8,1.8,1.1,2.3,4,4.3,7.1
22184,2018-12-27,12.4,1027.6,73,2.8,16.4,4.4,2.7,3.3,5.7,6.7,8
22184,2018-12-28,12.5,1030.8,71,2.7,16.3,4.4,2.6,3,5.4,7.1,9.1
22184,2018-12-29,9.9,1034.3,73,3.4,16.4,2.9,1.7,2.2,4.3,6,8
22184,2018-12-30,8.9,1035.7,70,3.2,16.4,2.7,1.6,2.2,3.8,5.5,7.1
22184,2018-12-31,7.5,1035.8,64,4.4,16.3,1.9,1.2,1.4,2.6,4.8,6.4
22184,2019-01-01,9.7,1034,65,5.6,16.3,2.6,1.6,1.9,3.7,5.3,6.4
22184,2019-01-02,7.8,1034.1,65,5.2,16.2,2.2,1.3,2.1,3,5.1,8
22184,2019-01-03,6.5,1034.1,63,5.5,15.9,1.5,.9,1.1,2.1,4.2,5.8
22184,2019-01-04,4.7,1030,63,6.7,15.5,.9,.6,.8,1.3,3.5,5.3
22184,2019-01-05,8.1,1025.7,67,6.7,14.9,1.7,1,1.3,2.1,4.2,5.8
22184,2019-01-06,7.9,1027.7,69,5.5,15,2,1.2,1.7,2.9,4.8,5.8
22184,2019-01-07,7,1027.9,67,6.2,14.8,1.3,.9,1.2,2.1,4,4.6
22184,2019-01-08,8.8,1028.2,67,6.5,14.4,1.9,1.2,1.9,3.6,4.6,5.8
22184,2019-01-09,6.2,1031.4,55,3.8,14.5,2.1,1.3,2.1,3.4,6.6,8
22184,2019-01-10,5.7,1026.6,68,6.2,14.7,1.1,.7,.8,1.3,4.1,6.4
22184,2019-01-11,5.5,1024,69,7.1,14.8,1,.6,.9,1.5,3.6,4.6
22184,2019-01-12,,,,,,,,.8,1.3,,3.8
22184,2019-01-25,,,,,,,,2.7,4.6,,7.1
22184,2019-01-26,12.5,1028.1,67,4.5,14,4.3,2.5,3,5.3,7,9.1
22184,2019-01-27,5.9,1028.4,66,5.8,14,1.5,.9,1.7,2.7,6.1,8
22184,2019-01-28,9,,,,,2.2,1.3,1.7,3.3,4.8,5.8
22184,2019-01-29,,,,,,,,1,1.9,,7.1
22184,2019-01-30,,,,,,,,.7,1.2,,4
22184,2019-01-31,12.6,,,,,3.7,2.2,3.3,5.5,6,8
22184,2019-02-01,,,,,,,,2.5,4.3,,7.1
22184,2019-02-15,,,,,,,,.9,1.5,,4.3
22184,2019-02-16,10.3,1024.4,69,4.4,13.7,2.9,1.8,2.3,3.9,5.8,8
22184,2019-02-17,8.5,1026.4,64,4.4,13.5,2.3,1.4,1.8,3.2,4.9,6.4
22184,2019-02-18,6.8,1024.2,64,7.3,13.5,1.3,.8,1.1,1.9,3.9,5.8
22184,2019-02-19,8.2,1017.8,85,8.2,13.5,1.9,1.2,1.6,2.7,4.7,5.8
22184,2019-02-20,6.2,1025.4,69,6.7,12.7,1.2,.7,1.1,1.7,4.9,8
22184,2019-02-21,7,1025.8,68,6.4,12.7,1.4,.9,1.2,2,4.2,5.3
22184,2019-02-22,6.2,1020.7,70,8.1,10.6,1.1,.7,1.2,1.9,4.1,7.1
22184,2019-02-23,5.9,1022.5,69,9.4,11,1.5,.9,1.3,2.3,5.3,6.4
22184,2019-02-24,4.2,1023,74,10.4,10.1,1.6,1,1.4,2.6,6,7.1
22184,2019-02-25,5.8,1021.9,74,7.6,8.4,1.1,.6,1,1.8,4,5.8
22184,2019-02-26,5.8,1023.2,65,7.1,7.6,1.2,.7,1.1,1.9,4.2,5.8
22184,2019-02-27,5.4,1020,81,9.2,8.6,1.4,.8,1.1,1.9,4.6,7.1
22184,2019-02-28,6,1019,74,8,7.3,1.3,.8,1,1.7,4.4,6.4
22184,2019-03-01,5.9,1022.1,73,7.6,7.5,1,.6,.9,1.4,3.5,4.3
22184,2019-03-02,3.9,1017.6,79,9.3,7.6,1,.6,1,1.8,4,6.4
22184,2019-03-03,4.8,1012,82,9.3,8.2,1.2,.7,1,1.8,5.5,6.4
22184,2019-03-04,6.7,1015.6,81,8.1,7.8,1.5,.9,1.1,1.8,4.7,6.4
22184,2019-03-05,1.8,1020.7,89,8.4,7.7,.9,.5,.8,1.4,5.4,7.1
22184,2019-03-06,5.4,1016.2,86,8.6,7.8,.9,.5,1.2,1.9,3.6,6.4
22184,2019-03-07,9.9,1021.1,75,6.8,7.7,2.6,1.6,1.9,3.4,6.1,8
22184,2019-03-08,3.4,1025.6,74,6.9,8.3,1.3,.8,1.2,2.2,6.4,8
22184,2019-03-09,3.7,1019.9,82,10,9.4,.9,.5,1.2,2.1,4.6,7.1
22184,2019-03-10,9.6,1010.9,90,9.8,11.8,3.2,1.9,2.5,4.1,7.1,8
22184,2019-03-11,6.8,1012.2,81,8.9,9.9,1.7,1,1.8,3,5.7,8
22184,2019-03-12,8,1014.4,75,8.7,9.7,2.5,1.6,2,3.2,5.9,7.1
22184,2019-03-13,8.4,1023.6,59,7.7,12.4,2.3,1.3,1.7,3.8,5.6,7.1
22184,2019-03-14,4.7,1024.9,59,9.8,13.1,1.3,.8,1,1.7,5.7,6.4
22184,2019-03-15,9.4,1020.9,75,9.8,12.3,2.3,1.4,2.6,3.8,5.3,5.8
22184,2019-03-16,6.7,1022.3,68,8.4,11.6,2.5,1.5,2.6,4.8,6.6,9.1
22184,2019-03-17,5.2,1023.9,74,9.6,11.6,1.7,1,1.7,3,5.1,6.4
22184,2019-03-18,2.8,1020.3,76,9.7,11.5,.5,.3,.5,.8,3.9,8
22184,2019-03-19,2.6,1018.2,76,10.5,12.1,.4,.3,.4,.6,3.9,5.8
22184,2019-03-20,6.2,1010.1,84,13.3,11.1,1.8,1.1,2.5,4.5,5.2,7.1
22184,2019-03-21,9.2,1011.5,87,8.7,10,2.9,1.8,2.3,3.8,6.5,7.1
22184,2019-03-22,11.9,1019.4,67,6.7,11.6,3.4,2.1,2.5,4.4,6.5,9.1
22184,2019-03-23,9.4,1023.5,60,7.9,13.4,2.3,1.4,2.2,3.7,4.9,7.1
22184,2019-03-24,4.5,1023.8,59,6.9,13.4,1.7,1,1.8,3.1,5.9,7.1
22184,2019-03-25,3.3,1019.1,65,10.4,13.4,.8,.5,.6,1,4.1,6.4
22184,2019-03-26,6.3,1019.6,82,12.1,13.7,1.2,.7,1,1.7,4.4,4.9
22184,2019-03-27,7.5,1016.4,81,13.7,13.6,1.7,1.1,1.8,2.8,4.5,5.8
22184,2019-03-28,5.1,1013.3,83,11.9,13.7,1.2,.7,.9,1.8,4.7,6.4
22184,2019-03-29,3.4,1013.8,71,11.4,12.1,1,.6,.7,1.1,5.9,7.1
22184,2019-03-30,7.9,1016,69,9.5,12.8,1.8,1.1,2.4,4.2,4.4,6.4
22184,2019-03-31,10.8,1023.1,51,8,13,3.7,2.2,3,5.2,6.7,9.1
22184,2019-04-01,6.9,1024.9,63,9.3,11.3,1.6,1,1.5,2.5,4.7,5.8
22184,2019-04-02,4.7,1024.1,64,9,9.8,1.2,.7,1.2,2,4.8,5.3
22184,2019-04-03,4.9,1025.3,58,9,11.9,.7,.4,.6,1.1,3.9,8
22184,2019-04-04,3.7,1020.4,68,9.8,14.4,.6,.3,.5,1,4.3,6.4
22184,2019-04-05,5.4,1013.4,88,11.5,13.7,1,.6,.8,1.3,4.2,4.6
22184,2019-04-06,3.4,1012.5,85,11.9,12.1,1,.6,.9,1.6,5.5,8
22184,2019-04-07,3.9,1010,97,12.1,11.1,1.2,.7,.9,1.7,4.5,6.4
22184,2019-04-08,3.1,1015.2,78,10.6,10.5,.6,.4,.5,.7,5.6,7.1
22184,2019-04-09,13.2,1009.6,82,13.1,11.7,4.2,2.6,4.9,7.5,6.6,9.1
22184,2019-04-10,10.2,1008.6,85,9.6,13.7,3.5,2.2,3.7,5.6,6.9,9.1
22184,2019-04-11,5,1014.6,73,10.9,14,1.4,.9,1.3,2,5.3,8
22184,2019-04-12,4.5,1018,68,11.7,14,.9,.5,.7,1.3,4.2,7.1
22184,2019-04-13,1.9,1020.2,58,14,14.6,.4,.2,.3,.5,5,6.4
22184,2019-04-14,5.8,1016.6,77,13.1,14.4,.9,.6,1.1,2,3.8,6.4
22184,2019-04-15,5.4,1020.4,57,12.4,14.1,1,.6,1,1.6,3.8,4.9
22184,2019-04-16,2.4,1017,76,14.5,14.3,.7,.4,.7,1.3,4,4.9
22184,2019-04-17,2.6,1013.5,81,14.8,14.5,.6,.4,.6,1,3.7,5.8
22184,2019-04-18,4.4,1013.4,87,15.3,14.3,.8,.5,.7,1.2,4.3,7.1
22184,2019-04-19,5,1015.6,90,15.3,15.1,1.2,.7,1.6,2.6,4.4,5.8
22184,2019-04-20,5.6,1014.9,86,14.7,14.4,1.6,.9,1.4,2.3,5.1,6.4
22184,2019-04-21,2.1,1013.3,73,9.1,15.1,.6,.4,.6,1,5.3,7.1
22184,2019-04-22,5.2,1014.7,,,15,.9,.6,.9,1.6,5,7.1
22184,2019-04-23,9.2,1009.4,,,15,2.3,1.4,2.1,3.8,5.2,6.4
22184,2019-04-24,3.8,1007.3,,,15,1.3,.8,1.5,2.3,5.4,6.4
22184,2019-04-25,3.4,1008.5,,,15.7,1,.6,1.1,2,5.4,7.1
22184,2019-04-26,9,1013.8,76,11.5,14.9,2.3,1.3,1.9,3.3,5,7.1
22184,2019-04-27,6.4,1020.7,70,13,14.2,1.6,1,1.4,2.4,5.7,7.1
22184,2019-04-28,7.8,1018.9,73,14.3,14,1.9,1.2,1.6,2.9,5.5,8
22184,2019-04-29,8.1,1010.8,92,13.7,14.1,2,1.2,1.7,2.8,5.2,6.4
22184,2019-04-30,4.6,1008.7,90,13.9,14,1.3,.8,1,1.6,5.6,7.1
22184,2019-05-01,6.8,1008.8,85,13,13.8,1.3,.8,1.2,2.1,3.9,6.4
22184,2019-05-02,5.2,1014.7,75,14.1,13.9,1.1,.6,.9,1.7,4.2,4.9
22184,2019-05-03,3.1,1017.8,81,15.2,14.5,.6,.4,.4,.8,3.6,5.3
22184,2019-05-04,2.6,1018.4,80,16.5,15.2,.5,.3,.4,.6,4,6.4
22184,2019-05-05,2.2,1017.3,84,16.7,16,.3,.2,.3,.5,4,7.1
22184,2019-05-06,9,1016.7,63,13.9,14.9,2.1,1.3,2.2,3.6,4.6,5.8
22184,2019-05-07,5.4,1017.9,64,13.8,14.8,1.3,.8,1.1,1.9,5.3,7.1
22184,2019-05-08,2.5,1014.5,59,15.1,15.1,.5,.3,.4,.7,5.2,7.1
22184,2019-05-09,4,1011.7,60,15.6,15.3,.6,.3,.5,.9,3.9,6.4
22184,2019-05-10,3.4,1013.2,67,15.7,15.7,.5,.3,.4,.9,3.6,8
22184,2019-05-11,3.4,1014.2,74,16,15.7,.5,.3,.4,.7,3.8,7.1
22184,2019-05-12,3,1015.4,83,16.4,16.2,.4,.2,.4,.7,4.9,8
22184,2019-05-13,6.2,1014.4,91,16.6,16,1.2,.8,1,1.7,4.8,5.8
22184,2019-05-14,2.2,1013.1,92,17.6,16.5,.7,.4,.6,1,4.2,5.3
22184,2019-05-15,3.4,1012.8,89,17.9,16.7,.5,.3,.5,.9,4.6,6.4
22184,2019-05-16,4.2,1011.8,90,18.4,17.1,.8,.5,.7,1.4,3.9,5.8
22184,2019-05-17,7.2,1010.4,90,18,16.9,1,.6,1.1,1.9,3.6,4.9
22184,2019-05-18,12.7,1005.4,92,17,15.9,3.7,2.2,3,5,6.3,7.1
22184,2019-05-19,7.9,1007.1,94,17.5,16.1,2.2,1.3,2.3,3.7,6.3,8
22184,2019-05-20,7.5,1008.8,78,15.7,15.9,1.7,1,1.2,2.1,4.5,7.1
22184,2019-05-21,4.6,1010,77,16.5,16.3,1.2,.7,1,1.6,5.8,7.1
22184,2019-05-22,3.9,1008.9,84,18,16.6,.9,.6,.7,1.1,4.2,5.8
22184,2019-05-23,5,1010.8,85,18.5,16.8,1.1,.7,.8,1.4,4.1,4.9
22184,2019-05-24,5.4,1013.5,84,19.3,17,1.1,.7,.7,1.4,4.3,4.6
22184,2019-05-25,4.2,1015.8,88,19.2,17.3,.9,.6,.6,1.1,4.1,5.3
22184,2019-05-26,4.8,1014.3,84,19.7,17.3,1.4,.8,1.2,2,4.8,5.8
22184,2019-05-27,9.4,1007.1,90,17.8,17.1,3.3,2,3.1,5.2,6.8,8
22184,2019-05-28,6.9,1012.8,77,16.6,16.8,2,1.2,1.9,3.1,6.6,8
22184,2019-05-29,3.5,1013.1,81,18,17.4,.6,.4,.6,1.1,5,7.1
22184,2019-05-30,1.6,1012.6,84,19,18.2,.5,.3,.4,.7,4.3,5.8
22184,2019-05-31,5,1011.2,80,16.5,17.4,.9,.5,.7,1.6,4,5.8
22184,2019-06-01,2.4,1010.8,81,17.8,18.3,.4,.3,.5,.7,4.4,5.8
22184,2019-06-02,1.9,1007.9,81,19,18.4,.3,,.2,.4,4.6,6.4
22184,2019-06-03,1,1008.7,72,20.5,19.4,.3,,.2,.5,4.9,7.1
22184,2019-06-04,3.5,1009.3,81,20,19.4,.4,.2,.3,.6,5.2,7.1
22184,2019-06-05,2.8,1012.3,85,19.5,19.5,.6,.4,.5,.8,6.7,8
22184,2019-06-06,5,1007.3,92,20.3,19.5,1.1,.7,1.9,2.8,5.2,6.4
22184,2019-06-07,10.2,1003.6,92,17.7,17.5,3.4,2.1,2.9,4.5,7.2,8
22184,2019-06-08,4.8,1008.4,91,17.9,17.8,1.5,1,1.4,2.6,6.6,7.1
22184,2019-06-09,5.3,1005.9,88,18.4,18.1,1.2,.7,.9,1.5,5.4,6.4
22184,2019-06-10,5.8,1006.2,84,18.8,18.7,1.4,.9,1,1.7,5.6,6.4
22184,2019-06-11,4.4,1009,83,19.2,19.2,1.3,.8,1,1.8,6.1,8
22184,2019-06-12,2.6,1011.3,84,18.8,20.1,.7,.5,.6,1,5.8,6.4
22184,2019-06-13,5.4,1009.9,86,19.4,19.9,.8,.5,.8,1.4,4.4,6.4
22184,2019-06-14,5.8,1004.9,91,19.1,19.8,.9,.5,.8,1.2,4.1,5.8
22184,2019-06-15,7,1003,89,18.9,19.3,1.2,.7,1,1.7,4.5,7.1
22184,2019-06-16,5.4,1008.7,88,19,18.3,1.1,.7,1,1.7,4.6,5.8
22184,2019-06-17,1.9,1013.1,89,19.9,19.6,.6,.4,.5,.8,6.1,8
22184,2019-06-18,3,1011.3,89,20.5,19.9,.9,.5,.7,1.3,5.5,8
22184,2019-06-19,4,1007.3,88,20.4,20.8,.9,.5,.7,1.2,5.7,7.1
22184,2019-06-20,2.7,1007.6,87,20.6,21.3,.6,.3,.4,.7,5.9,6.4
22184,2019-06-21,3.4,1006,85,21,21.7,.7,.4,.5,.9,6.2,7.1
22184,2019-06-22,5.8,1006.3,88,20.4,21.1,1,.6,1.1,1.7,4.3,6.4
22184,2019-06-23,3.9,1008.7,80,21,21.2,1.1,.7,.9,1.5,5.9,7.1
22184,2019-06-24,.9,1013.6,78,21.6,22.2,.9,.5,.8,1.3,5.5,7.1
22184,2019-06-25,6.2,1013.7,86,21.7,22,1.1,.7,1,1.6,4.4,5.8
22184,2019-06-26,7.5,1006.3,93,21.5,21.7,1.7,1,1.6,2.5,4.9,5.8
22184,2019-06-27,3.6,1001.7,93,21.6,21.8,.9,.6,.6,1.1,6.8,9.1
22184,2019-06-28,1.5,1003.1,86,22.5,23.2,.8,.5,.6,1,6.6,8
22184,2019-06-29,7.5,997.1,93,22.9,22.1,1.9,1.1,2.6,4.1,5.6,7.1
22184,2019-06-30,2.5,1002.8,94,20.7,20.2,1.9,1.2,2.1,3.2,6.6,7.1
22184,2019-07-01,1.4,1006.9,96,20.8,20.5,1,.6,.7,1.2,6,7.1
22184,2019-07-02,1.4,1010.1,94,21.2,20.6,.7,.4,.6,.9,6,6.4
22184,2019-07-03,2,1008.1,93,19.7,19,.6,.3,.4,.7,7.2,9.1
22184,2019-07-04,2.4,1007.1,94,19.1,18.6,1.1,.7,.8,1.4,7.7,9.1
22184,2019-07-05,2.2,1003.2,89,20.5,19.4,1.1,.7,.8,1.5,7.5,8
22184,2019-07-06,5.9,1003.4,88,21.1,19,1.7,1,1.8,2.8,6.4,8
22184,2019-07-07,10.2,1005.2,84,21.8,20.5,3.1,1.9,2.1,3.9,6.6,7.1
22184,2019-07-08,6.6,1006.1,88,20.5,20.2,2.1,1.3,1.8,3.4,6.4,7.1
22184,2019-07-09,5.6,1005.2,86,21.5,20.6,1.6,1,1.4,2.5,6.3,7.1
22184,2019-07-10,10.2,1001.9,91,21.1,21.3,3,1.9,2.4,4.7,6.8,8
22184,2019-07-11,5.1,1006.7,92,21.6,21.4,1.5,.9,1.5,2.6,7.1,8
22184,2019-07-12,1.8,1008.1,90,22.4,22.6,1.2,.7,.9,1.5,7.2,8
22184,2019-07-13,3.5,1002.4,88,21.7,22,.9,.5,.7,1.2,5.7,7.1
22184,2019-07-14,3.1,1003.3,95,21.9,21.8,1.3,.8,.9,1.5,7.4,8
22184,2019-07-15,1.5,1007.8,94,22.7,22.8,1.1,.7,.8,1.6,7.1,8
22184,2019-07-16,5,1010.5,90,23.3,23.2,1,.6,.8,1.3,5.5,7.1
22184,2019-07-17,7.5,1010.3,92,23.6,23.4,1.5,.9,1.3,2.2,4.5,5.8
